"GOV","Government","TAX","Tax","VAR","Variable","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUS","Australia","2005","2005","AUD","Australian Dollar","9","billions",,,40.086,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUS","Australia","2006","2006","AUD","Australian Dollar","9","billions",,,42.284,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUS","Australia","2007","2007","AUD","Australian Dollar","9","billions",,,45.486,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUS","Australia","2008","2008","AUD","Australian Dollar","9","billions",,,43.716,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUS","Australia","2009","2009","AUD","Australian Dollar","9","billions",,,47.8,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUS","Australia","2010","2010","AUD","Australian Dollar","9","billions",,,49.329,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUS","Australia","2011","2011","AUD","Australian Dollar","9","billions",,,50.004,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1965","1965","EUR","Euro","9","billions",,,1.159713,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1966","1966","EUR","Euro","9","billions",,,1.261528,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1967","1967","EUR","Euro","9","billions",,,1.287835,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1968","1968","EUR","Euro","9","billions",,,1.528237,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1969","1969","EUR","Euro","9","billions",,,1.621549,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1970","1970","EUR","Euro","9","billions",,,1.807301,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1971","1971","EUR","Euro","9","billions",,,2.09385,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1972","1972","EUR","Euro","9","billions",,,2.473783,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1973","1973","EUR","Euro","9","billions",,,2.912437,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1974","1974","EUR","Euro","9","billions",,,3.24695,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1975","1975","EUR","Euro","9","billions",,,3.655298,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1976","1976","EUR","Euro","9","billions",,,4.390965,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1977","1977","EUR","Euro","9","billions",,,4.714505,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1978","1978","EUR","Euro","9","billions",,,5.012463,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1979","1979","EUR","Euro","9","billions",,,5.571027,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1980","1980","EUR","Euro","9","billions",,,5.984317,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1981","1981","EUR","Euro","9","billions",,,6.577982,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1982","1982","EUR","Euro","9","billions",,,6.819691,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1983","1983","EUR","Euro","9","billions",,,7.455433,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1984","1984","EUR","Euro","9","billions",,,8.543128,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1985","1985","EUR","Euro","9","billions",,,8.856057,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1986","1986","EUR","Euro","9","billions",,,9.172329,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1987","1987","EUR","Euro","9","billions",,,9.506333,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1988","1988","EUR","Euro","9","billions",,,9.854582,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1989","1989","EUR","Euro","9","billions",,,10.525061,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1990","1990","EUR","Euro","9","billions",,,11.229479,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1991","1991","EUR","Euro","9","billions",,,11.893273,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1992","1992","EUR","Euro","9","billions",,,12.569857,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1993","1993","EUR","Euro","9","billions",,,12.790491,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1994","1994","EUR","Euro","9","billions",,,14.721481,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1995","1995","EUR","Euro","9","billions",,,13.468451,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1996","1996","EUR","Euro","9","billions",,,14.70557,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1997","1997","EUR","Euro","9","billions",,,15.336148,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1998","1998","EUR","Euro","9","billions",,,15.771567,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","1999","1999","EUR","Euro","9","billions",,,16.757342,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2000","2000","EUR","Euro","9","billions",,,16.893906,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2001","2001","EUR","Euro","9","billions",,,17.301191,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2002","2002","EUR","Euro","9","billions",,,18.011571,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2003","2003","EUR","Euro","9","billions",,,17.943828,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2004","2004","EUR","Euro","9","billions",,,18.629869,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2005","2005","EUR","Euro","9","billions",,,19.466001,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2006","2006","EUR","Euro","9","billions",,,19.756702,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2007","2007","EUR","Euro","9","billions",,,20.988049,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2008","2008","EUR","Euro","9","billions",,,21.957328,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2009","2009","EUR","Euro","9","billions",,,22.231313,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2010","2010","EUR","Euro","9","billions",,,22.763523,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2011","2011","EUR","Euro","9","billions",,,23.497726,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","AUT","Austria","2012","2012","EUR","Euro","9","billions",,,24.600786,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1965","1965","EUR","Euro","9","billions",,,1.355234,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1966","1966","EUR","Euro","9","billions",,,1.650475,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1967","1967","EUR","Euro","9","billions",,,1.823257,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1968","1968","EUR","Euro","9","billions",,,1.922166,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1969","1969","EUR","Euro","9","billions",,,2.088999,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1970","1970","EUR","Euro","9","billions",,,1.1234,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1971","1971","EUR","Euro","9","billions",,,2.6762,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1972","1972","EUR","Euro","9","billions",,,2.6375,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1973","1973","EUR","Euro","9","billions",,,2.9929,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1974","1974","EUR","Euro","9","billions",,,3.6541,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1975","1975","EUR","Euro","9","billions",,,3.7762,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1976","1976","EUR","Euro","9","billions",,,4.6574,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1977","1977","EUR","Euro","9","billions",,,5.212,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1978","1978","EUR","Euro","9","billions",,,5.6547,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1979","1979","EUR","Euro","9","billions",,,6.1189,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1980","1980","EUR","Euro","9","billions",,,6.321,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1981","1981","EUR","Euro","9","billions",,,6.9626,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1982","1982","EUR","Euro","9","billions",,,7.3634,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1983","1983","EUR","Euro","9","billions",,,7.852,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1984","1984","EUR","Euro","9","billions",,,8.2222,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1985","1985","EUR","Euro","9","billions",,,8.7353,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1986","1986","EUR","Euro","9","billions",,,8.8662,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1987","1987","EUR","Euro","9","billions",,,9.4345,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1988","1988","EUR","Euro","9","billions",,,10.1972,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1989","1989","EUR","Euro","9","billions",,,10.9289,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1990","1990","EUR","Euro","9","billions",,,11.5697,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1991","1991","EUR","Euro","9","billions",,,12.0273,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1992","1992","EUR","Euro","9","billions",,,12.1862,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1993","1993","EUR","Euro","9","billions",,,12.5625,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1994","1994","EUR","Euro","9","billions",,,13.5935,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1995","1995","EUR","Euro","9","billions",,,13.7674,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1996","1996","EUR","Euro","9","billions",,,14.3647,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1997","1997","EUR","Euro","9","billions",,,15.1244,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1998","1998","EUR","Euro","9","billions",,,15.5691,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","1999","1999","EUR","Euro","9","billions",,,17.084,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2000","2000","EUR","Euro","9","billions",,,18.2559,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2001","2001","EUR","Euro","9","billions",,,17.9024,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2002","2002","EUR","Euro","9","billions",,,18.7837,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2003","2003","EUR","Euro","9","billions",,,18.8801,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2004","2004","EUR","Euro","9","billions",,,20.4199,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2005","2005","EUR","Euro","9","billions",,,21.7352,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2006","2006","EUR","Euro","9","billions",,,23.3676,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2007","2007","EUR","Euro","9","billions",,,23.9275,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2008","2008","EUR","Euro","9","billions",,,24.2915,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2009","2009","EUR","Euro","9","billions",,,23.7879,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2010","2010","EUR","Euro","9","billions",,,25.4306,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2011","2011","EUR","Euro","9","billions",,,26.2016,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","BEL","Belgium","2012","2012","EUR","Euro","9","billions",,,27.0884,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1965","1965","CAD","Canadian Dollar","9","billions",,,2.73,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1966","1966","CAD","Canadian Dollar","9","billions",,,3.083,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1967","1967","CAD","Canadian Dollar","9","billions",,,3.406,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1968","1968","CAD","Canadian Dollar","9","billions",,,3.493,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1969","1969","CAD","Canadian Dollar","9","billions",,,3.969,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1970","1970","CAD","Canadian Dollar","9","billions",,,4.068,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1971","1971","CAD","Canadian Dollar","9","billions",,,4.662,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1972","1972","CAD","Canadian Dollar","9","billions",,,5.376,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1973","1973","CAD","Canadian Dollar","9","billions",,,6.592,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1974","1974","CAD","Canadian Dollar","9","billions",,,7.466,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1975","1975","CAD","Canadian Dollar","9","billions",,,7.178,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1976","1976","CAD","Canadian Dollar","9","billions",,,8.366,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1977","1977","CAD","Canadian Dollar","9","billions",,,9.24,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1978","1978","CAD","Canadian Dollar","9","billions",,,9.109,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1979","1979","CAD","Canadian Dollar","9","billions",,,10.341,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1980","1980","CAD","Canadian Dollar","9","billions",,,11.658,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1981","1981","CAD","Canadian Dollar","9","billions",,,13.248,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1982","1982","CAD","Canadian Dollar","9","billions",,,13.652,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1983","1983","CAD","Canadian Dollar","9","billions",,,15.747,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1984","1984","CAD","Canadian Dollar","9","billions",,,17.957,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1985","1985","CAD","Canadian Dollar","9","billions",,,21.149,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1986","1986","CAD","Canadian Dollar","9","billions",,,25.037,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1987","1987","CAD","Canadian Dollar","9","billions",,,27.387,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1988","1988","CAD","Canadian Dollar","9","billions",,,32.059126,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1989","1989","CAD","Canadian Dollar","9","billions",,,35.522724,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1990","1990","CAD","Canadian Dollar","9","billions",,,34.474687,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1991","1991","CAD","Canadian Dollar","9","billions",,,33.69538,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1992","1992","CAD","Canadian Dollar","9","billions",,,35.343378,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1993","1993","CAD","Canadian Dollar","9","billions",,,37.679523,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1994","1994","CAD","Canadian Dollar","9","billions",,,40.257353,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1995","1995","CAD","Canadian Dollar","9","billions",,,40.535305,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1996","1996","CAD","Canadian Dollar","9","billions",,,42.461432,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1997","1997","CAD","Canadian Dollar","9","billions",,,44.831215,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1998","1998","CAD","Canadian Dollar","9","billions",,,47.779992,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","1999","1999","CAD","Canadian Dollar","9","billions",,,51.276726,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2000","2000","CAD","Canadian Dollar","9","billions",,,55.313209,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2001","2001","CAD","Canadian Dollar","9","billions",,,56.297178,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2002","2002","CAD","Canadian Dollar","9","billions",,,59.560086,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2003","2003","CAD","Canadian Dollar","9","billions",,,62.348487,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2004","2004","CAD","Canadian Dollar","9","billions",,,65.164186,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2005","2005","CAD","Canadian Dollar","9","billions",,,68.509937,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2006","2006","CAD","Canadian Dollar","9","billions",,,69.957386,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2007","2007","CAD","Canadian Dollar","9","billions",,,71.242342,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2008","2008","CAD","Canadian Dollar","9","billions",,,67.821047,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2009","2009","CAD","Canadian Dollar","9","billions",,,66.925161,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2010","2010","CAD","Canadian Dollar","9","billions",,,72.144937,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2011","2011","CAD","Canadian Dollar","9","billions",,,77.746943,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CAN","Canada","2012","2012","CAD","Canadian Dollar","9","billions",,,82.127808,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1965","1965","CHF","Swiss Franc","9","billions",,,1.191,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1966","1966","CHF","Swiss Franc","9","billions",,,1.246,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1967","1967","CHF","Swiss Franc","9","billions",,,1.306,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1968","1968","CHF","Swiss Franc","9","billions",,,1.362,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1969","1969","CHF","Swiss Franc","9","billions",,,1.483,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1970","1970","CHF","Swiss Franc","9","billions",,,1.688,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1971","1971","CHF","Swiss Franc","9","billions",,,1.945,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1972","1972","CHF","Swiss Franc","9","billions",,,2.482,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1973","1973","CHF","Swiss Franc","9","billions",,,2.87,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1974","1974","CHF","Swiss Franc","9","billions",,,3.27,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1975","1975","CHF","Swiss Franc","9","billions",,,3.205,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1976","1976","CHF","Swiss Franc","9","billions",,,3.524,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1977","1977","CHF","Swiss Franc","9","billions",,,3.788,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1978","1978","CHF","Swiss Franc","9","billions",,,4.038,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1979","1979","CHF","Swiss Franc","9","billions",,,4.234,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1980","1980","CHF","Swiss Franc","9","billions",,,4.772,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1981","1981","CHF","Swiss Franc","9","billions",,,5.274,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1982","1982","CHF","Swiss Franc","9","billions",,,5.622,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1983","1983","CHF","Swiss Franc","9","billions",,,6.008,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1984","1984","CHF","Swiss Franc","9","billions",,,6.428,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1985","1985","CHF","Swiss Franc","9","billions",,,6.777,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1986","1986","CHF","Swiss Franc","9","billions",,,7.353,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1987","1987","CHF","Swiss Franc","9","billions",,,7.912,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1988","1988","CHF","Swiss Franc","9","billions",,,8.523,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1989","1989","CHF","Swiss Franc","9","billions",,,9.226,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1990","1990","CHF","Swiss Franc","9","billions",,,9.871484,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1991","1991","CHF","Swiss Franc","9","billions",,,10.006005,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1992","1992","CHF","Swiss Franc","9","billions",,,9.816782,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1993","1993","CHF","Swiss Franc","9","billions",,,9.381,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1994","1994","CHF","Swiss Franc","9","billions",,,9.378,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1995","1995","CHF","Swiss Franc","9","billions",,,12.428,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1996","1996","CHF","Swiss Franc","9","billions",,,12.068,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1997","1997","CHF","Swiss Franc","9","billions",,,12.526,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1998","1998","CHF","Swiss Franc","9","billions",,,13.287,,
"NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","CHE","Switzerland","1999","1999","CHF","Swiss Franc","9","billions",,,15.06,,
